StnID,dpt_wmo_id,distance_km,elevation_diff_m,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range,PCT_POR_Good,Num_Year_Overlap,Num_Valid_Years,PCT_Good_Overlap_1h,Num_Year_Overlap_1h,PCT_Good_Overlap_24h,Num_Year_Overlap_24h,KG
USC00339422,724286-93824,10.206897912069987,54.6,39.9125,-82.0042,213.4,OH,ZANESVILLE WWTP,-5,19480801-20240301, 73.9%,58.0,57.0,71.2,57.0,72.1,56.0,Dfa
USC00233601,724396-93989,27.88460934583045,16.0,39.7232,-91.3747,217.0,MO,HANNIBAL WATER WORKS,-6,19500401-20240402, 89.6%,57.0,57.0,75.4,57.0,79.0,57.0,Dfa
USC00209218,725370-94847,24.40728488530421,49.5,42.2469,-83.6256,240.5,MI,YPSILANTI E MICH U,-5,19480101-20240402, 64.3%,57.0,57.0,95.1,56.0,97.0,56.0,Dfa
USC00332791,725366-14825,4.018376733058776,11.900000000000006,41.0461,-83.6622,234.1,OH,FINDLAY WPCC,-5,19480801-20240402, 91.9%,57.0,57.0,79.8,58.0,83.1,57.0,Dfa
USC00413370,722580-13960,40.44445782135362,80.69999999999999,33.1924,-96.793,227.7,TX,FRISCO,-6,19661010-20221229, 87.6%,57.0,57.0,100.0,57.0,100.0,55.0,Cfa
USC00204155,725395-14833,3.832834872300524,7.0,42.2884,-84.4236,288.0,MI,JACKSON 3N,-5,19480701-20240201, 85.9%,57.0,57.0,77.3,57.0,82.0,57.0,Dfa
USC00274218,726050-14745,19.9794385898746,28.099999999999994,43.189,-71.746,131.1,NH,HOPKINTON LAKE,-5,19630627-20190725, 87.6%,57.0,57.0,99.6,57.0,99.9,57.0,Dfb
USC00334403,724285-13812,29.512690981265383,26.099999999999994,39.7156,-82.6073,252.1,OH,LANCASTER,-5,19651210-20240401, 85.1%,57.0,57.0,91.5,57.0,95.5,57.0,Dfa
USC00291469,722687-93033,3.268818534994901,39.0,32.3479,-104.2224,951.0,NM,CARLSBAD,-7,19471001-20221104, 91.7%,57.0,57.0,77.7,57.0,78.5,54.0,BSk
USC00488070,725745-24057,46.13861468871367,29.19999999999981,42.1569,-106.9153,2084.2,WY,SEMINOE DAM,-7,19480801-20201209, 86.1%,57.0,57.0,79.1,57.0,79.5,57.0,BSk
USC00047489,725845-23225,49.46869972290133,50.40000000000009,38.9027,-120.3766,1560.6,CA,ROBBS PEAK PH,-8,19670201-20240402, 95.3%,57.0,57.0,97.7,57.0,97.4,57.0,Csb
USC00170273,743920-14611,46.154285099018274,12.2,44.3007,-69.7792,8.8,ME,AUGUSTA,-5,19521001-20181025, 80.1%,57.0,57.0,84.6,57.0,73.2,57.0,Dfb
USC00045853,724945-23293,36.803977919897015,99.3,37.1363,-121.6025,114.3,CA,MORGAN HILL,-8,19480701-20240418, 89.0%,57.0,57.0,75.8,58.0,78.4,56.0,Csa
USC00014209,722287-13871,26.788844431574923,11.0,33.8259,-85.7812,192.0,AL,JACKSONVILLE,-6,19480601-20240403, 83.2%,57.0,57.0,73.8,57.0,74.3,56.0,Cfa
USC00234825,724457-03938,48.383859397648216,26.80000000000001,37.685,-92.6939,379.8,MO,LEBANON 2W,-6,19480801-20240401, 75.7%,56.0,56.0,73.0,56.0,76.7,55.0,Dfa
USC00214418,726430-14920,4.833599441105557,0.8000000000000114,43.8657,-91.31,197.2,MN,LA CRESCENT DAM 7,-6,19691101-20240304, 90.4%,56.0,56.0,99.9,56.0,100.0,55.0,Dfa
USC00418646,722576-03902,28.85275227585957,93.8,31.0372,-97.5283,215.2,TX,STILLHOUSE HOLLOW DAM,-6,19640522-20240304, 87.6%,56.0,56.0,94.6,56.0,95.7,56.0,Cfa
USC00294426,722695-99999,40.61993623909459,41.90000000000009,32.6161,-106.7404,1316.1,NM,JORNADA EXP RANGE,-7,19471101-20240401, 96.6%,57.0,56.0,70.8,56.0,76.2,53.0,BWk
USC00089010,722026-12826,33.13209965213224,3.0,25.7647,-80.4775,4.0,FL,TRAIL GLADE RANGES,-5,19661215-20240402, 74.5%,56.0,56.0,97.5,56.0,97.3,56.0,Am
USC00166244,722485-13944,36.18123166461528,6.399999999999999,32.6052,-93.2947,56.4,LA,MINDEN,-6,19640305-20211026, 86.1%,56.0,56.0,94.8,56.0,97.4,56.0,Cfa
USC00336702,725246-14891,26.64846243646658,56.10000000000002,40.6245,-82.3271,342.9,OH,PLEASANT HILL LAKE,-5,19660401-20240401, 82.6%,57.0,56.0,95.9,56.0,97.0,56.0,Dfa
USC00117077,724396-93989,20.534075605733847,85.80000000000001,39.9036,-91.4283,147.2,IL,QUINCY DAM 21,-6,19480701-20240314, 85.6%,56.0,56.0,74.8,56.0,75.0,55.0,Dfa
USC00484930,725645-24022,40.7726769652857,94.40000000000008,41.0599,-106.0263,2310.4,WY,JELM 2S,-7,19480801-20210626, 88.6%,56.0,56.0,76.7,56.0,70.1,56.0,Dfc
USC00410738,722576-03902,37.78080449535362,35.10000000000002,30.7625,-98.0213,344.1,TX,BERTRAM 3 ENE,-6,19680122-20240404, 96.5%,55.0,55.0,96.0,55.0,96.3,55.0,Cfa
USC00401150,723347-03809,43.9974590793274,25.099999999999994,35.6333,-89.2167,116.1,TN,BROWNSVILLE 5 NE,-6,19480901-20240402, 83.8%,56.0,55.0,71.0,56.0,78.5,56.0,Cfa
USC00208293,727435-99999,47.13941715321367,24.90000000000001,46.1796,-85.0311,250.9,MI,TROUT LAKE 1SW,-5,19480701-20140601, 82.6%,55.0,55.0,77.2,56.0,79.1,55.0,Dfb
USC00433914,726225-04742,45.22558996931951,17.700000000000003,44.9339,-73.0496,53.3,VT,HIGHGATE FALLS,-5,19480501-20230929, 84.5%,56.0,55.0,71.4,56.0,73.2,56.0,Dfb
USC00447338,724110-13741,37.61375979270039,54.80000000000001,36.9769,-79.8961,400.8,VA,ROCKY MOUNT,-5,19691009-20240401, 75.9%,56.0,55.0,100.0,56.0,100.0,55.0,Cfa
USC00150381,724243-03849,27.974942161947364,58.19999999999999,36.8825,-83.8819,301.8,KY,BARBOURVILLE,-5,19480801-20160916, 78.5%,55.0,55.0,72.6,55.0,73.2,55.0,Cfa
USC00332272,725210-14895,38.76056274963049,84.5,40.5622,-81.4092,283.5,OH,DOVER DAM,-5,19660401-20240201, 68.7%,58.0,55.0,99.2,56.0,98.9,56.0,Dfa
USC00355055,725970-24225,37.05214481463598,82.80000000000001,42.6714,-122.6772,482.8,OR,LOST CREEK DAM,-8,19700506-20240402, 93.4%,55.0,55.0,100.0,55.0,100.0,55.0,Csb
USC00050834,724650-23065,49.44558716083998,22.90000000000009,39.6567,-102.1193,1132.9,CO,BONNY DAM 2NE,-7,19510601-20240408, 60.4%,54.0,54.0,99.6,54.0,99.8,54.0,BSk
USC00044089,725945-24283,36.66765903421357,38.400000000000006,41.0483,-123.6755,102.4,CA,HOOPA,-8,19710601-20240401, 87.9%,54.0,54.0,99.6,54.0,99.8,54.0,Csa
USC00156170,724220-93820,36.59346729598606,55.69999999999999,38.2052,-84.2382,242.3,KY,PARIS,-5,19711101-20240401, 85.5%,54.0,54.0,100.0,54.0,100.0,54.0,Dfa
USC00237656,723495-13987,36.69990573041679,39.69999999999999,36.837,-94.6211,256.3,MO,SENECA,-6,19480801-20240404, 80.9%,57.0,54.0,71.7,56.0,76.4,56.0,Cfa
USC00426414,725750-24126,4.769546263569421,51.5,41.2307,-112.028,1304.5,UT,OGDEN SUGAR FACTORY,-7,19530624-20240411, 96.5%,54.0,54.0,78.7,54.0,79.2,53.0,BSk
USC00127999,724380-93819,46.96845120698676,11.800000000000011,39.5282,-85.7914,229.2,IN,SHELBYVILLE SEWAGE PLANT,-5,19710101-20240401, 83.7%,54.0,54.0,100.0,54.0,100.0,54.0,Dfa
USC00114317,724370-93823,49.19419725160027,27.80000000000001,39.11,-87.6657,147.2,IL,HUTSONVILLE,-6,19570724-20240406, 88.3%,54.0,54.0,78.4,54.0,81.5,54.0,Dfa
USC00253205,725526-99999,13.316296223565104,21.100000000000023,40.7344,-98.8453,627.9,NE,GIBBON,-6,19480801-20240404, 86.8%,54.0,54.0,71.1,54.0,80.2,54.0,Dfa
USC00487995,725745-24057,47.38531058579373,17.90000000000009,41.5047,-106.7888,2072.9,WY,SARATOGA 4N,-7,19480801-20171026, 87.7%,54.0,54.0,76.8,55.0,75.9,54.0,BSk
USC00034839,723418-13977,25.281158615580047,18.700000000000003,33.6772,-93.9902,96.3,AR,MILLWOOD DAM,-6,19630711-20210921, 84.0%,54.0,54.0,90.7,54.0,93.4,54.0,Cfa
USC00141351,724556-13989,49.10369157717408,97.3,38.0212,-96.6036,463.3,KS,CASSODAY 2SE,-6,19480801-20220602, 93.7%,55.0,54.0,74.9,55.0,75.0,54.0,Dfa
USC00120830,725330-14827,17.728648524087014,19.399999999999977,40.8143,-85.1546,262.4,IN,BLUFFTON 6N,-5,19710701-20240202, 89.3%,54.0,54.0,99.8,54.0,99.6,54.0,Dfa
USC00252655,725526-99999,32.052374134914075,36.79999999999996,40.6997,-99.38,685.8,NE,ELM CREEK 1 SSW,-6,19480801-20240401, 90.9%,54.0,54.0,70.8,54.0,80.2,54.0,Dfa
USC00406358,723340-13893,47.580261863781296,50.5,35.4552,-89.8116,126.5,TN,MUNFORD,-6,19480901-20240401, 57.8%,53.0,53.0,100.0,53.0,100.0,52.0,Cfa
USC00086842,747750-13846,22.4062128198097,3.5,30.2491,-85.6605,1.5,FL,PANAMA CITY 5N,-6,19711201-20240102, 87.8%,54.0,53.0,99.5,54.0,99.7,53.0,Cfa
USC00320450,727535-14919,46.35626855193835,57.80000000000001,47.036,-98.0831,397.2,ND,BALDHILL DAM,-6,19540101-20240401, 92.8%,53.0,53.0,77.5,53.0,79.1,53.0,Dfb
USC00032444,723445-93993,10.19341042252593,10.100000000000025,36.101,-94.1737,387.1,AR,FAYETTEVILLE EXP STA,-6,19660413-20240404, 87.3%,53.0,53.0,90.0,53.0,93.5,53.0,Cfa
USC00040546,725910-24216,29.005932209613835,20.0,40.3983,-122.1452,128.0,CA,BATTLE CREEK ADR,-8,19710701-20240401, 85.3%,53.0,53.0,97.1,53.0,97.5,53.0,Csa
USC00146333,724565-13920,28.610030871117345,23.30000000000001,39.1174,-95.4101,291.7,KS,PERRY LAKE,-6,19700209-20240131, 83.4%,53.0,53.0,91.7,53.0,94.4,52.0,Dfa
USC00365731,725156-14748,38.16785405908018,25.899999999999977,41.928,-76.5475,259.1,PA,MILAN 1 N,-5,19480501-20180924, 71.4%,52.0,52.0,80.9,52.0,79.9,52.0,Dfb
USC00129430,724386-14835,8.457513200353,34.80000000000001,40.475,-86.9919,215.8,IN,WEST LAFAYETTE 6 NW,-5,19530808-20240404, 93.5%,52.0,52.0,72.8,52.0,78.7,52.0,Dfa
USC00145306,724550-13947,12.23904276510993,45.69999999999999,39.0745,-96.8982,369.7,KS,MILFORD LAKE,-6,19670711-20240301, 86.0%,52.0,52.0,92.1,52.0,94.8,52.0,Dfa
USC00400876,723346-03811,36.83866047869633,0.1999999999999886,35.265,-88.9889,129.2,TN,BOLIVAR WATER WORKS,-6,19480901-20240410, 79.9%,52.0,52.0,76.0,52.0,83.8,52.0,Cfa
USC00298518,723656-23049,49.98080689766624,27.09999999999991,35.1766,-105.9438,1943.1,NM,STANLEY 2 NNE,-7,19541201-20230419, 89.0%,52.0,52.0,70.9,52.0,73.0,50.0,BSk
USC00256630,725570-14943,41.20130468307868,76.39999999999998,42.1152,-96.7058,408.4,NE,PENDER,-6,19490401-20240319, 91.8%,52.0,52.0,71.5,52.0,74.6,51.0,Dfa
USC00145210,724565-13920,48.71536928064801,18.5,38.5039,-95.7037,333.5,KS,MELVERN LAKE,-6,19730401-20240301, 89.4%,52.0,52.0,95.9,52.0,97.6,52.0,Dfa
USC00250245,725555-99999,29.20195004659509,57.0,41.6108,-99.9044,833.0,NE,ANSELMO 2 WSW,-6,19480801-20240311, 92.3%,52.0,52.0,75.5,52.0,81.0,52.0,Dfa
USC00058429,724645-23070,16.582762649597147,88.90000000000009,37.1787,-104.487,1837.9,CO,TRINIDAD,-7,19730501-20240401, 92.4%,52.0,52.0,99.7,52.0,98.9,52.0,BSk
USC00147922,724516-99999,45.83017373709796,19.899999999999977,37.4415,-100.9793,898.9,KS,SUBLETTE 7WSW,-6,19580224-20240419, 87.9%,52.0,52.0,77.1,52.0,83.8,51.0,BSk
USC00252020,725510-14939,27.34426989254367,89.0,40.6092,-96.872,445.0,NE,CRETE 4ESE,-6,19720701-20240303, 86.0%,52.0,52.0,99.0,52.0,99.5,52.0,Dfa
USC00047867,723965-93209,11.760135086335588,24.099999999999994,35.7527,-120.6827,224.9,CA,SAN MIGUEL WOLF RANCH,-8,19731220-20240401, 91.5%,52.0,52.0,99.9,52.0,100.0,50.0,Csa
USC00018670,722280-13876,27.34221195204391,34.599999999999994,33.7953,-86.8258,152.4,AL,WARRIOR,-6,19720425-20240417, 79.1%,52.0,52.0,100.0,52.0,100.0,52.0,Cfa
USC00136076,725450-14990,49.24076010505208,13.099999999999994,41.517,-92.0597,242.9,IA,NORTH ENGLISH,-6,19480801-20240403, 84.6%,52.0,52.0,71.5,52.0,76.3,52.0,Dfa
USC00135823,725570-14943,27.175730999113306,33.80000000000001,42.4916,-96.0688,365.8,IA,MOVILLE,-6,19480801-20240401, 90.0%,52.0,52.0,73.4,52.0,82.2,52.0,Dfa
USC00407359,746716-93808,42.45683186760785,83.0,36.5877,-86.5258,242.0,TN,PORTLAND SEWAGE PLANT,-6,19530601-20240404, 81.0%,52.0,52.0,72.9,52.0,78.1,51.0,Cfa
USC00334459,724297-93812,33.32028518616995,64.80000000000001,39.3691,-84.2398,208.8,OH,LEBANON 4 SE,-5,19661107-20240410, 74.1%,52.0,52.0,87.2,52.0,89.4,52.0,Dfa
USC00035754,723417-93988,9.58320057319768,8.099999999999994,34.2255,-92.0185,70.1,AR,PINE BLUFF,-6,19530101-20240304, 88.7%,52.0,52.0,70.8,52.0,73.4,52.0,Cfa
USC00214793,726555-99999,47.04976487450712,32.60000000000002,46.0039,-94.345,341.4,MN,LITTLE FALLS 2NNE,-6,19721019-20240401, 79.7%,52.0,52.0,98.6,52.0,98.2,52.0,Dfa
USC00114442,724390-93822,45.77757777064604,6.900000000000006,39.7346,-90.1979,185.9,IL,JACKSONVILLE 2E,-6,19630407-20240401, 90.7%,52.0,52.0,89.1,52.0,89.1,52.0,Dfa
USC00346935,723565-99999,31.71081098201648,37.5,36.6691,-96.3472,254.5,OK,PAWHUSKA,-6,19500201-20240313, 93.9%,52.0,52.0,70.8,52.0,79.0,52.0,Cfa
USC00112353,724350-03816,44.16894341573875,36.6,37.4388,-88.6678,160.6,IL,DIXON SPRINGS AGRIC CNTR,-6,19670921-20240308, 91.1%,52.0,52.0,89.9,52.0,92.6,52.0,Cfa
USC00042048,724917-23233,40.950782193263365,59.3,36.9897,-121.805,82.3,CA,CORRALITOS,-8,19580415-20211004, 75.8%,52.0,52.0,85.9,51.0,86.2,49.0,Csb
USC00418942,723418-13977,9.146465169100264,3.9000000000000057,33.4368,-94.0773,118.9,TX,TEXARKANA,-6,19680917-20240308, 86.5%,52.0,52.0,92.5,52.0,95.4,52.0,Cfa
USC00111290,724338-13802,43.13976019139034,13.699999999999989,38.6249,-89.363,152.7,IL,CARLYLE RESERVOIR,-6,19700701-20240405, 78.6%,52.0,52.0,99.9,52.0,100.0,52.0,Dfa
USC00255312,725625-99999,4.615812194393549,5.899999999999977,40.2161,-100.6301,787.9,NE,MC COOK #2,-6,19670913-20240409, 82.3%,52.0,52.0,91.7,52.0,94.7,52.0,Dfa
USC00311881,723066-13713,45.28605137912897,15.200000000000005,35.0251,-78.276,48.2,NC,CLINTON 2 NE,-5,19710201-20240415, 81.0%,52.0,52.0,95.4,52.0,96.4,52.0,Cfa
USC00313638,723067-93726,42.26469938961085,18.2,35.64,-77.3984,9.8,NC,GREENVILLE,-5,19551011-20240306, 80.8%,55.0,52.0,74.7,54.0,85.2,53.0,Cfa
USC00042935,745160-23202,9.63068857764834,15.5,38.288,-122.0344,33.5,CA,FAIRFIELD 3 NNE,-8,19720201-20240402, 92.1%,52.0,52.0,98.7,52.0,98.6,51.0,Csa
USC00418531,722544-13958,42.40910258550258,55.10000000000002,30.4813,-98.1607,259.1,TX,SPICEWOOD,-6,19680301-20190201, 89.3%,52.0,52.0,99.1,52.0,99.4,52.0,Cfa
USC00164739,722487-13935,40.90507793020024,4.699999999999999,31.4825,-91.8627,21.3,LA,JONESVILLE LOCKS,-6,19720406-20231201, 82.5%,51.0,51.0,97.8,51.0,98.2,51.0,Cfa
USC00210116,726557-14910,4.483451447922694,5.300000000000011,45.8966,-95.3657,426.7,MN,ALEXANDRIA WATER TREATMENT PLANT,-6,19711001-20240304, 81.5%,51.0,51.0,96.3,52.0,96.4,51.0,Dfa
USC00441614,724106-13728,33.01282574762567,91.10000000000002,36.8667,-79.3167,259.1,VA,CHATHAM 4 N,-5,19610105-20240408, 81.0%,51.0,51.0,75.6,51.0,79.8,51.0,Cfa
USC00034548,723419-93992,34.88047014584337,35.400000000000006,33.2586,-93.1822,113.4,AR,MAGNOLIA,-6,19480501-20240314, 52.7%,51.0,51.0,97.3,51.0,98.9,51.0,Cfa
USC00455876,727976-24217,31.40827319513989,79.7,48.8975,-122.1431,124.7,WA,NOOKSACK - KENDALL CREEK HATCHERY,-8,19640116-20240410, 81.3%,52.0,51.0,85.3,51.0,82.8,51.0,Cfb
USC00339211,724286-93824,24.372213228786244,30.30000000000001,40.1563,-81.8437,237.7,OH,WILLS CREEK LAKE,-5,19660401-20240301, 77.0%,52.0,51.0,83.8,52.0,89.4,52.0,Dfa
USC00145852,724655-93990,49.95582257562537,48.10000000000002,39.8114,-99.9386,715.1,KS,NORTON DAM,-6,19630403-20240404, 81.8%,52.0,51.0,84.8,51.0,87.4,49.0,Dfa
USC00044689,725905-23275,9.319348414507807,49.900000000000006,39.203,-123.185,232.9,CA,LAKE MENDOCINO DAM,-8,19720601-20240403, 81.6%,52.0,51.0,98.8,52.0,98.8,52.0,Csa
USC00312631,723170-13723,46.21636784957551,68.30000000000001,36.4742,-79.7433,206.7,NC,EDEN,-5,19691001-20240401, 80.2%,51.0,51.0,92.6,51.0,94.9,51.0,Cfa
USC00131363,725450-14990,39.12489612067733,3.5999999999999943,42.2001,-91.5233,252.4,IA,CENTRAL CITY,-6,19551217-20240401, 87.4%,51.0,51.0,76.6,51.0,80.5,51.0,Dfa
USC00278885,726116-94765,46.20372061320121,48.400000000000006,43.9099,-71.8878,216.4,NH,WARREN,-5,19480501-20181101, 80.6%,51.0,51.0,70.5,51.0,71.2,51.0,Dfb
USC00123714,724240-13807,42.71444956879885,29.100000000000023,38.1975,-86.2686,259.1,IN,HARRISON-CRAWFORD S F,-5,19740806-20240416, 83.2%,51.0,51.0,99.5,51.0,99.6,51.0,Dfa
USC00397662,726510-14944,21.15266464793847,53.5,43.7379,-96.6264,485.5,SD,SIOUX FALLS EROS CTR,-6,19740227-20240402, 88.3%,51.0,51.0,100.0,51.0,100.0,50.0,Dfa
USC00337559,724286-93824,38.87205558591144,1.3000000000000114,39.9222,-81.4347,266.7,OH,SENECAVILLE LAKE,-5,19660401-20240301, 71.1%,52.0,50.0,89.7,51.0,92.8,51.0,Dfa
USC00345589,723535-99999,32.49757372103393,80.69999999999999,36.152,-97.6226,317.3,OK,MARSHALL,-6,19751008-20240403, 91.3%,50.0,50.0,98.4,50.0,98.4,48.0,Cfa
USC00367931,725140-14778,47.53246303886968,25.80000000000001,40.8153,-76.8556,133.2,PA,SELINSGROVE CAA AIRPORT,-5,19490701-20230102, 59.6%,51.0,50.0,99.1,51.0,99.3,51.0,Dfa
USC00219170,726587-99999,0.567322399181678,1.5,43.6449,-95.5802,478.5,MN,WORTHINGTON 2 NNE,-6,19710728-20240401, 92.6%,50.0,50.0,89.6,50.0,89.5,50.0,Dfa
USC00237452,724338-13802,37.66025211393427,18.0,38.6308,-90.2708,157.0,MO,ST LOUIS SCIENCE CENTER,-6,19680701-20240405, 65.8%,50.0,50.0,99.8,50.0,100.0,49.0,Dfa
USC00470308,726410-14837,18.263256768834555,59.60000000000002,43.3042,-89.3453,320.6,WI,ARLINGTON,-6,19750605-20240402, 77.0%,50.0,50.0,100.0,50.0,100.0,50.0,Dfa
USC00410569,722555-12935,39.40065349734469,12.8,28.9798,-95.9749,15.8,TX,BAY CITY WATERWORKS,-6,19400601-20240417, 57.1%,51.0,50.0,72.6,50.0,72.2,50.0,Cfa
USC00479176,726626-99999,28.89626028939904,71.10000000000002,45.1452,-88.7416,392.9,WI,WHITE LAKE 1 SE,-6,19580201-20240402, 92.9%,51.0,50.0,70.1,51.0,74.9,50.0,Dfb
USC00416270,723418-13977,39.78527350075703,9.799999999999995,33.4547,-94.4088,105.2,TX,NEW BOSTON,-6,19731016-20220531, 90.2%,50.0,50.0,99.8,50.0,100.0,50.0,Cfa
USC00031152,723419-93992,41.16148663653565,42.6,33.59,-92.8236,35.4,AR,CAMDEN 1,-6,19660427-20240226, 80.0%,50.0,50.0,85.9,50.0,86.9,50.0,Cfa
USC00167738,722485-13944,8.92624666585441,2.799999999999997,32.4219,-93.638,47.2,LA,RED RIVER RESEARCH STATION,-6,19751101-20240301, 86.2%,50.0,50.0,98.6,50.0,98.1,50.0,Cfa
USC00401663,746710-13806,44.19110704480212,54.5,36.3211,-87.2218,119.5,TN,CHEATHAM LOCK & DAM,-6,19710306-20240404, 76.4%,50.0,50.0,95.2,50.0,97.6,50.0,Cfa
USW00093044,723627-23081,44.48212638136278,7.099999999999909,35.1,-108.7833,1962.9,NM,ZUNI CAA,-7,19490301-20240401, 66.9%,50.0,49.0,87.5,50.0,89.4,49.0,BSk
USC00059285,724660-93037,38.45244662092201,25.90000000000009,38.859,-104.2426,1909.9,CO,YODER 2 NW,-7,19760908-20240401, 85.3%,49.0,49.0,100.0,49.0,100.0,49.0,BSk
USC00363321,725101-14712,34.268777669209186,45.400000000000006,40.0962,-75.7513,152.4,PA,GLENMOORE,-5,19710101-20231228, 81.8%,49.0,49.0,91.0,49.0,91.4,48.0,Dfa
USC00046730,723965-93209,6.923262439980559,26.5,35.6277,-120.6855,222.5,CA,PASO ROBLES,-8,19760913-20240401, 94.2%,49.0,49.0,100.0,49.0,100.0,49.0,Csa
USC00234544,724455-14938,13.20089278110294,4.699999999999989,40.2057,-92.5748,295.7,MO,KIRKSVILLE,-6,19710701-20240401, 69.2%,49.0,49.0,99.1,49.0,99.3,48.0,Dfa
USC00344052,723555-99999,44.1041396130052,62.39999999999998,34.5797,-97.351,294.4,OK,HENNEPIN 5 N,-6,19740506-20240415, 93.3%,49.0,49.0,94.4,49.0,96.8,49.0,Cfa
USW00003952,723405-03930,12.99860385495166,77.6,34.8353,-92.2596,171.6,AR,NORTH LITTLE ROCK WFO,-6,19760101-20240301, 97.9%,49.0,49.0,99.3,49.0,99.2,49.0,Cfa
USC00418563,722597-93985,38.39278969145714,34.0,32.9086,-97.6786,321.0,TX,SPRINGTOWN 4 S,-6,19771101-20240209, 88.4%,48.0,48.0,96.9,48.0,97.9,48.0,Cfa
USC00313017,723030-13714,17.80492136289345,36.7,35.0591,-78.8588,29.3,NC,FAYETTEVILLE (PWC),-5,19720701-20240417, 89.0%,48.0,48.0,91.4,48.0,96.1,48.0,Cfa
USC00338539,725366-14825,37.18392124766758,10.0,40.8428,-83.2767,256.0,OH,UPPER SANDUSKY WTR WK,-5,19480801-20240425, 77.2%,48.0,48.0,71.0,49.0,76.0,48.0,Dfa
USC00435768,726116-94765,5.356923569295441,5.699999999999989,43.6027,-72.3621,173.7,VT,NORTH HARTLAND LAKE,-5,19610706-20240401, 88.1%,48.0,48.0,73.1,48.0,81.5,48.0,Dfb
USC00208443,726370-14826,47.09533021272651,42.0,43.3656,-83.5828,192.0,MI,VASSAR,-5,19770701-20240411, 83.9%,48.0,48.0,100.0,48.0,100.0,48.0,Dfa
USC00032148,723417-93988,48.97301557843496,12.299999999999995,33.8885,-91.5316,49.7,AR,DUMAS,-6,19610201-20240313, 81.9%,48.0,48.0,77.2,48.0,75.8,48.0,Cfa
USC00141612,724565-13920,26.8458179627394,16.30000000000001,38.9407,-95.3396,298.7,KS,CLINTON LAKE,-6,19770413-20240202, 89.1%,48.0,48.0,96.4,48.0,97.5,48.0,Dfa
USC00368868,725156-14748,34.46110059966173,89.89999999999998,41.8975,-77.1419,374.9,PA,TIOGA HAMMOND DAM,-5,19750401-20240305, 74.8%,49.0,48.0,98.2,49.0,98.3,49.0,Dfb
USC00130200,725466-99999,42.22420068109196,61.30000000000001,42.021,-93.7743,338.3,IA,AMES 8 WSW,-6,19640906-20240401, 94.3%,48.0,48.0,75.7,48.0,81.6,48.0,Dfa
